Id,Expected
1421,3.415446559297218
1422,3.1072328175602735
1423,3.9533920248575867
1424,4.576010842557037
1425,3.059412780656304
1426,3.9340521564694084
1427,2.8068097705403403
1428,2.7486360093530786
1429,2.5994225911223383
1430,3.0278800631246714
1431,3.7144552575361973
1432,3.105655930871956
1433,2.589922163047931
1434,2.8104283054003725
1435,2.7498257839721254
1436,2.995473650177821
1437,3.1119621536382067
1438,3.5312112443158328
1439,3.033470507544582
1440,3.090216010165184
1441,2.733477789815818
1442,2.6674762193887878
1443,2.582403570290086
1444,2.4618808327351043
1445,3.29625925185037
1446,2.375766016713092
1447,2.613481444079778
1448,2.5593305021234074
1449,2.6538461538461537
1450,2.2444924406047515
1451,4.426178660049628
1452,3.6826366559485533
1453,3.1228915662650603
1454,3.083117842630218
1455,2.9715500327011117
1456,3.5924205378973104
1457,3.839722089123143
1458,2.9220779220779223
1459,2.6529311809685643
1460,2.879983036471586
1461,2.495630461922597
1462,2.717642526964561
1463,3.164589823468328
1464,3.6906718221362977
1465,2.8382066276803117
1466,2.6639762107051825
1467,2.320302648171501
1468,2.6005547850208046
1469,2.462955211385517
1470,3.0925257731958764
1471,3.4676616915422884
1472,3.128476302389346
1473,2.820839226779821
1474,2.372103589277601
1475,2.1385054735840074
1476,2.3548519736842106
1477,3.1117478510028653
1478,3.5951309870336066
1479,2.754378470739
1480,3.0417021276595744
1481,3.2902752293577984
1482,3.310172744721689
1483,3.3516106922549693
1484,3.84778972520908
1485,3.8956356736242883
1486,3.068513119533528
1487,2.847775175644028
1488,3.001088139281828
1489,2.67798796216681
1490,2.530438010393467
1491,2.934727324102854
1492,3.448076439527282
1493,2.462071354347073
1494,1.8290239172592113
1495,2.2287951283166594
1496,2.349044585987261
1497,2.7076117599677807
1498,3.2451081359423273
1499,3.093561687281954
1500,2.7188264058679708
1501,3.020614035087719
1502,2.546781115879828
1503,2.4811052417716377
1504,2.80426000734484
1505,3.131079967023908
1506,3.3294266708900855
1507,3.5032080659945004
1508,3.8661134163208852
2930,3.231996550237171
2931,3.1014936805821525
2932,3.279563719862227
2933,3.561227416117006
2934,2.909436834094368
2935,2.656420233463035
2936,2.8493377483443707
2937,3.255430060816681
2938,2.3032450578142485
2939,2.7596735187424426
2940,3.4602927436935533
2941,2.949021207177814
2942,2.6805151641046945
2943,2.6955676516329703
2944,2.8016284233900812
2945,3.5797872340425534
2946,3.0252756117235817
2947,3.36592977893368
2948,2.9761671563826315
2949,3.1782400899634524
2950,2.8959579048074624
2951,2.677412133422879
2952,2.3715298287064384
2953,2.457520453115167
2954,2.74374831944071
2955,2.8050729673384294
2956,2.616845329249617
2957,2.5313012127171417
2958,2.7106638787245165
2959,2.0138724911452184
2960,3.716818774445893
2961,3.217981651376147
2962,2.937022900763359
2963,2.7113490364025696
2964,2.647684130599848
2965,2.957552693208431
2966,3.1133564887906537
2967,3.0249343832021
2968,2.6800541516245486
2969,2.754612546125461
2970,2.2870905587668595
2971,2.7484933708316595
2972,2.6302752293577982
2973,3.027543745949449
2974,2.9482523831139353
2975,2.5734939759036144
2976,2.8637873754152823
2977,2.63855421686747
2978,2.756639094471049
2979,2.718789013732834
2980,2.7824763193504736
2981,2.6779359430604983
2982,2.4572649572649574
2983,2.4804552201880257
2984,2.34823776959495
2985,2.4866609294320137
2986,2.923521850899743
2987,3.2934443288241417
2988,2.418867924528302
2989,2.6737720111214087
2990,2.9862837548221175
2991,2.5954441913439634
2992,2.8066561014263076
2993,3.111942625506704
2994,3.292794261493316
2995,2.7603610997127617
2996,2.322314049586777
2997,2.6410151453131396
2998,2.1365991521431935
2999,2.146050096339114
3000,2.6112862547288778
3001,3.023144996596324
3002,2.3543638275499474
3003,1.579362235757793
3004,2.440441882804995
3005,2.5436002039775625
3006,2.596752961825362
3007,2.872
3008,2.762466692044157
3009,2.931651376146789
3010,2.7364802933088908
3011,2.730769230769231
3012,2.631530282015719
3013,2.7461442267611504
3014,2.730566534914361
3015,2.308953341740227
3016,2.7857424182749115
3017,3.012448132780083
